"record_id","session_id","parent_session_id","title","abstract","start_time_utc","end_time_utc","start_time_event_local","end_time_event_local","session_type","session_format","venue","sub_venue","location_name","location_id","status"
"338ff4fe-7a1e-4dc7-a7af-7c5c82ab5c01","24651444-01fe-4c51-a590-11619fe6c83f","e6a9a754-554b-40b3-bc07-8832232817ac","The Unreasonable Effectiveness of Quarto","Quarto markets itself as a publishing framework. But at its core, Quarto
is an abstraction layer separating \*content\* from \*format\* — a
distinction that turns out to be remarkably powerful in the era of AI
agents. When an LLM generates a document, content and structure emerge
together in a single probabilistic pass, but nothing in that output is
guaranteed. Quarto's code-at-render-time model solves this by letting
the LLM build the structure while allowing the content that must be
exact to be rendered deterministically from data files. The result is
reproducible and auditable output that stays correct as your content
changes, without needing to re-prompt models. This talk brings the
agent + Quarto workflow to life with concrete examples, from a simple
one-page PDF to a fully interactive multi-page dashboard integrating
JavaScript libraries, Shinylive, and React, showing how asking an LLM
for a qmd file instead of a finished document dramatically reduces token
overhead while producing more dynamic, trustworthy, and maintainable
output.",2026-09-15 19:40:00,2026-09-15 20:00:00,"2026-09-15 14:40:00 CDT","2026-09-15 15:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
"c5d30d93-d5ff-4d8d-8073-9bc5fcc10e3f","6b77515a-75b7-4a1a-898e-51dd187989fa","e2a92817-4550-43ea-bb57-97c6a3643b3b","Say Yes to the Request - From Helping One to Empowering Many","R adoption surged when we embraced one rule: say yes to every question
and turn each insight into something that lasts. To hit GSK’s 50%
R-by-2026 goal, STARburst—a small team of R experts—opened a helpdesk
focused on high-touch support. Each interaction followed a deliberate
user journey: we met people where they were, unblocked the immediate
task, then used that same moment to teach reusable habits for
open-source ways of working. In parallel, we logged every learning and
gap, turning recurring issues into R and Quarto assets: daily blogs and
FAQs first, then example libraries, hardened guidance, and improved R
packages. Attendees will see how bite-sized, one-to-one help compounds
into organization-wide R capability for the long haul.",2026-09-15 19:40:00,2026-09-15 20:00:00,"2026-09-15 14:40:00 CDT","2026-09-15 15:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"e3226f6f-bbc5-4722-bd4d-9544d6cd0d7b","8b6a06fc-35ee-4c73-99d3-cd30409d01f4","5c29a877-e940-4df6-8961-909757f83285","SQL as a first-class language in your data science IDE","Data scientists spend a lot of time and effort writing SQL, yet most
data science environments treat it as an afterthought or a separate
workflow, forcing you to switch tools, copy results between windows, and
lose context along the way. In this talk, learn how Positron brings SQL
into the same environment where you write Python and R code. We’ll walk
through connecting to databases, writing queries with intelligent code
completion, executing SQL in a dedicated console, and exploring results
in the Data Explorer. You’ll see how keeping SQL alongside your other
data science work reduces friction and errors. This talk is for data
scientists and analysts who regularly query databases and want to stop
context-switching between tools.",2026-09-15 19:40:00,2026-09-15 20:00:00,"2026-09-15 14:40:00 CDT","2026-09-15 15:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"7bf44d4c-ec98-46f9-a471-c51b4b27b034","3e42f2d1-7324-48fe-b907-b6cad22206f0","5c29a877-e940-4df6-8961-909757f83285","A Grammar of Graphics for SQL","SQL has been with us for many years, but despite its age it is still a
cornerstone of data-analysis everywhere. The quick success of DuckDB
shows this more than ever. However, SQL is often used as the first step
to extract data, delegating any search for insight to a different
programming language or environment. I would like to present ggsql, an
extension of SQL that provides a grammar of graphics on top of SQL and
allows you to create visualisations directly within your query. ggsql is
a modular tool, build to interface directly with your data source and
optimised for use by an LLM based data analysis workflow due to its lack
of runtime.",2026-09-15 20:20:00,2026-09-15 20:40:00,"2026-09-15 15:20:00 CDT","2026-09-15 15:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"b2c8ece5-c2ea-4f73-97bb-4a7c0283f76f","1ec0dd0d-c8d4-48dd-a923-b9a3de575ce6","e2a92817-4550-43ea-bb57-97c6a3643b3b","One Report, Many Audiences: Role‑Based Views in Posit Connect","Harvard University’s decentralized structure creates diverse data needs
across its many schools. Our central institutional research office uses
Posit Connect to share data and reports, but not every person should see
the same content. To address this, we published a Shiny app on Posit
Connect that detects the logged‑in user and dynamically tailors what
they see. This means that a single report can securely serve many
audiences. This talk will walk through how the pieces fit together and
offer a model for organizations seeking scalable, user‑aware reporting.",2026-09-15 20:00:00,2026-09-15 20:20:00,"2026-09-15 15:00:00 CDT","2026-09-15 15:20:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"a81ebe06-2a42-4a4d-b02b-7b7149a7cd93","e341e281-d90c-4561-879d-2e1b23170022","e2a92817-4550-43ea-bb57-97c6a3643b3b","Quarto Wiki Chatbot","After a year of compiling onboarding, technical, and other documentation
into a centralized Quarto Wiki, NASA’s People Analytics team still
struggled to quickly search for needed information. We developed an
integrated chatbot, which surfaces and cites relevant content to answer
user questions - processing QMD files into a vector database, developing
a Python RAG pipeline, and embedding an R Shiny chat window into the
Quarto site’s interface. To reduce latency and long-term LLM costs,
DuckDB caches and scores prior query-response pairs for selective reuse.
The system can be deployed on Posit Connect or run locally, illustrating
a reproducible workflow for interactive, AI-assisted documentation.
Presented by: Aliza Samad and Sofia Lendahl.",2026-09-15 20:20:00,2026-09-15 20:40:00,"2026-09-15 15:20:00 CDT","2026-09-15 15:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"d74fecd4-6133-4c31-aab5-014cf2c09166","c67adf38-93bc-4911-b8d3-44d14f4e2533","e6a9a754-554b-40b3-bc07-8832232817ac","Template → Package → App: Meeting Users Where They're At","We built a reporting workflow to help farmers turn complex soil health
data into useful management decisions. What started as a Quarto template
for one specific project became the {soils} R package for other coders,
and eventually Dirt Data Reports, a Shiny app for people who don't code.
This talk is about what we learned while lowering barriers at each step.
Building for the user means choosing the right level of flexibility,
abstraction, and complexity for the people you're trying to reach. The
goal isn't to create one perfect tool; it's to meet users where they're
at.",2026-09-15 20:40:00,2026-09-15 21:00:00,"2026-09-15 15:40:00 CDT","2026-09-15 16:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
"fd5c7d36-1e4b-47ac-9adf-0f2777210937","e5c06a46-7ed3-4cfa-bda9-4776c3400241","5c29a877-e940-4df6-8961-909757f83285","SQL Without Writing SQL: dbplyr for Serious Shiny Apps","You don't need to be an SQL expert or a DBA to build high-performance
Shiny apps on large datasets. With dbplyr, you can write familiar dplyr
code while it translates your pipelines into optimized SQL behind the
scenes. In this talk we will explore how integrating Shiny with Postgres
SQL and how the dplyr you write today can translate to better performing
applications. We will cover practical patterns to keep computation in
the database to create production-ready apps without leaving R.",2026-09-15 20:20:00,2026-09-15 20:40:00,"2026-09-15 15:20:00 CDT","2026-09-15 15:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"da94eb70-d1c9-4a5e-9f41-8f426da47946","b1b04f72-170a-4620-a45f-8f1bb25b493a",,"Keynote Session: How to Be Clear When You Can’t Be Certain","Sometimes, data visualization is about using charts to illustrate a key
point or conclusion gleaned from analyzing the data. But what if you’re
not sure what the conclusion is? Presenting examples from news reporting
on the topics of elections, polling and economics, I will talk about how
I have grappled with uncertainty and how to communicate it to the
public.",2026-09-15 21:15:00,2026-09-15 22:15:00,"2026-09-15 16:15:00 CDT","2026-09-15 17:15:00 CDT","Virtual","HYBRID","STAGE","Lanier Ballroom A-F","Ballroom A-F","a94f5251-3484-4b8e-90df-fbc15b0cf375","UPCOMING"
"85a98ddc-eb3a-43f4-a5ca-f1837529e009","b1392761-5c74-4611-a799-c83d4ea8e324","9d001917-4982-4e58-ad40-198d7429acb4","For the community, by the community: The 10-year journey of R Weekly powered by open-source","For a decade, R Weekly has highlighted the innovations, creativity, and
novel resources tailored to the R language across data science. Built
and sustained by a small, volunteer curator team, the project
demonstrates how open-source values—transparency, collaboration, and
shared ownership—can power a lasting community initiative. This talk
explores how R Weekly evolved, the workflows and infrastructure that
keep it running, and the lessons learned from ten years of amplifying
innovation. This talk will demonstrate how community-driven curation can
strengthen ecosystems and inspire sustainable open-source contributions.",2026-09-15 18:10:00,2026-09-15 18:15:00,"2026-09-15 13:10:00 CDT","2026-09-15 13:15:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"4b89b10a-901d-4dd1-8b6d-8654e0233eda","eeddb806-bcb7-4bac-9e46-3345f0f30919","9d001917-4982-4e58-ad40-198d7429acb4","Interdependent Filters in Shiny Made Simple","Developing interdependent filters in Shiny has always been tedious,
requiring developers to rewrite custom ui and server logic for each new
app. The new R package shinyfilters exists to eliminate this
boilerplate. shinyfilters lets anyone create interdependent filters
directly from data.frames. I am excited to show attendees how
shinyfilters uses S7 to simplify interdependent filter logic, how to
replace repetitive ui and server code with simple function calls, and
how to extend shinyfilters for their own use cases.",2026-09-15 18:15:00,2026-09-15 18:20:00,"2026-09-15 13:15:00 CDT","2026-09-15 13:20:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"6c8ab3f2-7be0-47e5-b884-8dd79c1ebf31","78979efc-d061-4759-9161-cb3e44be1085","c4c79545-0600-4574-a56d-bad847aedcb8","Beyond Bootstrap: Building Custom Shiny UI Packages with AI","Shiny developers have long been limited to Bootstrap and a handful of
pre-built UI frameworks. But what if you could use Material UI, Ant
Design, or any modern react.js web framework you love?\
\
This talk demonstrates how AI can generate production-ready R packages
that wrap your favorite UI frameworks for Shiny. We'll walk through
using AI to translate JavaScript components into R bindings, handle
dependencies, and create idiomatic interfaces—no JavaScript expertise
required.\
\
You'll see live examples, learn effective prompting patterns, and
discover how to maintain AI-generated packages. Whether you want
Material Design or Web Components, AI makes it possible to bring any UI
framework into your Shiny apps.",2026-09-15 15:20:00,2026-09-15 15:40:00,"2026-09-15 10:20:00 CDT","2026-09-15 10:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
"ee11f76d-cd71-41bb-999e-5d1286dfb3bc","43d37c45-dfce-461b-a08b-76c8aa330788","360f73e3-f86c-48fb-acfa-0070bcb50ed6","Quarto Notebooks and Literate Programming in Positron","Quarto Notebooks, a new Positron feature, give you access to Jupyter's
literate programming features without losing any of the benefits of
working with plain text for editing, versioning, and collaborating. They
are a natural evolution of the R Markdown Notebooks feature in RStudio
into the modern, multi-lingual environment of Quarto and Positron. In
this talk, I'll introduce this new way of working, and describe both its
similarities and differences to its predecessor in RStudio. Finally,
we'll spend some time comparing the different tools for literate
programming in Positron, their tradeoffs, and how to choose the right
one.",2026-09-15 15:40:00,2026-09-15 16:00:00,"2026-09-15 10:40:00 CDT","2026-09-15 11:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"9acbcf63-04e7-418e-9c80-5df6f4eb5544","096dcf59-5ca2-44c5-944c-9ce50328a1ad","5c29a877-e940-4df6-8961-909757f83285","ADBC: A Faster Foundation for Database Connectivity in R, Python, and Beyond","dplyr was a revolution for R, and dbplyr was a smaller but important
revolution for those of us who wanted to use databases without leaving
behind the powerful and familiar syntax of dplyr. The arrow R package
was another revolution of its own, letting us work with
larger-than-memory data while still using dplyr syntax. Apache Arrow,
the larger project of which the arrow R package is a part, also has a
standard for database access: ADBC. In this talk, I’ll introduce ADBC,
which works with R, Python, and other languages and is coming to dbplyr.
I’ll give an intro to Arrow and ADBC, and show how to use a new command
line tool, dbc, along with dbplyr, for fast, larger-than-memory database
access that works seamlessly across R and Python.",2026-09-15 20:40:00,2026-09-15 21:00:00,"2026-09-15 15:40:00 CDT","2026-09-15 16:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom L & I","28e89ca6-8a47-43a9-b4ae-a3ee04e71a58","UPCOMING"
"b51c436f-ee65-4061-8bad-a86e577213e0","c4c79545-0600-4574-a56d-bad847aedcb8",,"Shiny in Pieces","There are 4 20-minute talks in this session:

10:20 - 10:40AM CT \| Beyond Bootstrap: Building Custom Shiny UI
Packages with AI \| Barret Schloerke

10:40 - 11:00AM CT \| High Quality R/Shiny Apps at Scale: Lessons from
DaVinci’s Modular Framework \| Isabel Glauss

11:00 - 11:20AM CT \| Shiny design: Where humans and AI disagree \|
Karan Gathani

11:20 - 11:40AM CT \| Repotting and propagating my Shiny houseplant \|
Libby McKenna",2026-09-15 15:20:00,2026-09-15 16:40:00,"2026-09-15 10:20:00 CDT","2026-09-15 11:40:00 CDT","Virtual","HYBRID","STAGE","Lanier Ballroom H&K","Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
"2fbd9e8d-8562-43ce-a900-f420c26f8a53","360f73e3-f86c-48fb-acfa-0070bcb50ed6",,"The Notebook","There are 4 20-minute talks in this session:

10:20 - 10:40AM CT \| The modern tool builder: CLIs, agents, and PEP 723
\| Jeroen Janssens

10:40 - 11:00AM CT \| Quarto Notebooks and Literate Programming in
Positron \| Jonathan McPherson

11:00 - 11:20AM CT \| Better Python Notebooks with Marimo \| Tom Shafer

11:20 - 11:40AM CT \| Influence with Quarto: Designing Reports That
Drive Decisions \| Paula Lopez Casado",2026-09-15 15:20:00,2026-09-15 16:40:00,"2026-09-15 10:20:00 CDT","2026-09-15 11:40:00 CDT","Virtual","HYBRID","STAGE","Lanier Ballroom G&J","Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"da7568ea-28e8-4046-9aad-03600b7eff24","7834ef16-8b40-46ac-bffc-f7a977ba03bc","4296c5f7-b36d-490a-be08-6a63fd28ba3d","Yes And...AI in Your IDE","Large language models are now embedded in our IDEs, shaping how we code.
Research suggests assistants don’t respond “neutrally”: how you ask and
even cues about who is asking can shift what the model says. In this
session, we’ll explore what that looks like with Posit’s AI tools that
draw on IDE context. We’ll run simple “paired prompts”: same problem,
different asker then compare their agreement, and whether the assistant
challenges assumptions or amplifies them. This talk is about using LLMs
while involving the user, and bringing in the decision-making before the
result. Bring curiosity, your critical thinking, and a healthy suspicion
of anything that agrees with you a little too easily. ",2026-09-15 15:40:00,2026-09-15 16:00:00,"2026-09-15 10:40:00 CDT","2026-09-15 11:00:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom A-F","a94f5251-3484-4b8e-90df-fbc15b0cf375","UPCOMING"
"1bc8ece1-fe9f-424a-a03e-e3b4e817b569","5d0d911b-aa4c-49c1-9ce0-b0775304c7d3","c4c79545-0600-4574-a56d-bad847aedcb8","Shiny design: Where humans and AI disagree","AI can generate Shiny dashboards, grade visual quality from screenshots,
and tweak their own code. But do they actually like the same designs
people do? We pitted automated visual scores against blind human
rankings across dashboards built by different models, frameworks, and
prompts. I'll share where machine taste matches human judgment, where it
completely falls off, and what these gaps tell us about visual design.
Finally, we'll look at how human input can spot the flaws in automated
scoring so we can build far better AI evaluators.",2026-09-15 16:00:00,2026-09-15 16:20:00,"2026-09-15 11:00:00 CDT","2026-09-15 11:20:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
"68ae9b54-37a3-43d0-b67d-ac068cd179bc","227cf301-aac1-47e4-88bf-a86d44ac120c","4296c5f7-b36d-490a-be08-6a63fd28ba3d","From Tribal Knowledge to Trusted AI in Pharma","Everyone wants to know how to build useful AI. We learned that the
hardest part wasn’t the technical implementation at all.

We expected embeddings, entity extraction, retrieval pipelines, and
plenty of AI plumbing. Instead, the work that mattered most was sitting
with pharmaceutical sales reps, uncovering tribal knowledge, resolving
conflicting definitions, and turning years of business logic from Shiny
apps on Posit Connect into governed logic in Snowflake.

This talk shows what changed once we built around how people actually
work. We’ll share how user feedback shaped the language, rules, UX, and
priorities of the system, and how that human context made the AI more
trustworthy, explainable, and useful in the field.",2026-09-15 16:20:00,2026-09-15 16:40:00,"2026-09-15 11:20:00 CDT","2026-09-15 11:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom A-F","a94f5251-3484-4b8e-90df-fbc15b0cf375","UPCOMING"
"3c0758f0-1650-40ea-b347-8704fec159e9","48f334a1-527d-4593-bd03-eddebaa568ab","360f73e3-f86c-48fb-acfa-0070bcb50ed6","Influence with Quarto: Designing Reports That Drive Decisions","Most people using Quarto already know how to render documents. This talk
focuses on what comes next: elevating Quarto reports through design,
layout, and narrative. Using a realistic example report, I’ll show how
styling, visual hierarchy, and thoughtful structure can transform a
technically correct analysis into a compelling story for
decision-makers. The goal isn’t more code, but better communication:
using the right data storytelling, CSS, and ggplot to create reports
that feel intentional, polished, and impactful. Attendees will leave
with concrete ideas to push their own Quarto reports beyond defaults.",2026-09-15 16:20:00,2026-09-15 16:40:00,"2026-09-15 11:20:00 CDT","2026-09-15 11:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom G & J","a73dc105-039e-467b-9047-b8f37bb0f1ba","UPCOMING"
"a86ee6cc-2e16-4af0-b3df-e4d246b2dc0a","c3b95c7c-f21b-445b-b433-d45f3cef2c53","c4c79545-0600-4574-a56d-bad847aedcb8","Repotting and propagating my Shiny houseplant","My Shiny app started out as a single seed: one app.R. Its quick growth
became restricted by its tiny pot as features tangled together. So, I
repotted my app.R file into 11 modules to organize my UI and server
logic. My Shiny plant kept growing, but with better structure. To share
my thriving plant with friends and clients, I learned how to propagate
cuttings to create new, similar apps by turning it into a package. This
let me reuse the core code across apps, while making pieces
customizable. To update calculations or aesthetics, I now update the
package code once, rather than editing 10 different apps. This talk will
walk through the app growth cycle, what triggers each step, and how to
repot and propagate without killing your Shiny plant.",2026-09-15 16:20:00,2026-09-15 16:40:00,"2026-09-15 11:20:00 CDT","2026-09-15 11:40:00 CDT","Virtual","HYBRID","SCHEDULE",,"Ballroom H & K","0522ae00-7c31-4f8c-ab7a-b668a7ee0a59","UPCOMING"
